"","gender","age","trust_politicians","vote","freedom","satisfied_democracy"
"913",2,84,2,1,5,1
"914",1,32,2,1,1,4
"915",1,33,5,1,2,7
"916",1,36,7,1,4,6
"917",1,21,6,2,2,5
"918",1,18,7,NA,1,9
"919",2,30,5,1,2,10
"920",1,72,7,1,4,7
"921",1,60,5,1,2,9
"922",2,47,4,1,1,8
"923",2,72,5,1,4,10
"924",2,22,7,1,3,5
"925",1,57,5,1,4,7
"926",2,26,5,1,2,8
"927",2,16,4,NA,4,7
"928",1,57,6,1,2,8
"929",1,18,3,NA,1,4
"930",1,32,5,1,2,5
"931",2,15,8,NA,2,9
"932",2,41,5,1,2,7
"933",1,43,3,1,3,2
"934",1,34,2,2,2,7
"935",1,44,5,2,4,7
"936",1,67,4,1,1,7
"937",2,37,3,1,2,8
"938",1,67,6,1,2,8
"939",1,27,3,1,2,4
"940",2,26,6,1,4,7
"941",2,26,0,1,1,4
"942",1,70,3,1,2,7
"943",2,29,6,1,2,7
"944",2,48,5,1,5,6
"945",1,60,8,1,4,9
"946",1,24,7,1,5,8
"947",1,40,5,1,2,10
"948",2,28,5,1,1,8
"949",2,50,6,1,2,8
"950",2,44,6,1,1,9
"951",1,50,6,1,2,8
"952",1,67,4,1,2,5
"953",1,67,6,1,2,5
"954",2,25,5,1,2,9
"955",2,31,2,1,3,2
"956",2,72,5,1,1,7
"957",2,40,7,1,2,9
"958",2,43,5,1,2,7
"959",1,47,5,1,3,8
"960",1,72,6,2,2,8
"961",1,58,6,1,1,8
"962",1,62,5,1,2,9
"963",1,36,5,1,2,10
"964",2,19,5,NA,2,7
"965",2,27,5,1,4,8
"966",1,23,4,1,2,9
"967",2,90,5,1,NA,8
"968",2,24,8,1,3,10
"969",2,19,4,2,2,7
"970",1,57,5,2,3,6
"971",1,63,0,1,1,1
"972",2,60,3,1,5,7
"973",1,17,7,NA,2,8
"974",1,41,6,1,2,8
"975",1,36,5,1,2,6
"976",2,31,6,1,2,8
"977",2,64,7,1,4,8
"978",1,77,8,1,1,9
"979",1,40,4,1,2,9
"980",2,77,6,NA,1,9
"981",2,43,7,1,2,7
"982",2,24,5,NA,1,10
"983",1,85,1,1,1,7
"984",2,64,5,1,2,8
"985",1,45,4,1,1,5
"986",1,58,5,NA,3,5
"987",1,21,5,1,3,8
"988",1,68,6,1,4,8
"989",2,64,8,1,3,7
"990",1,33,NA,NA,2,NA
"991",2,15,8,NA,2,8
"992",1,25,3,2,4,7
"993",2,65,7,1,4,7
"994",1,28,6,1,3,8
"995",2,65,4,2,1,10
"996",1,32,5,2,3,8
"997",1,60,5,1,1,10
"998",1,75,9,1,2,9
"999",2,43,10,1,1,10
"1000",2,57,5,1,5,5
"1001",2,25,8,NA,2,9
"1002",2,54,5,1,1,7
"1003",1,21,2,1,2,4
"1004",2,23,4,2,2,9
"1005",2,18,4,NA,1,10
"1006",2,68,7,1,4,9
"1007",2,37,5,1,3,7
"1008",2,32,7,1,4,7
"1009",1,40,5,1,1,6
"1010",1,65,4,1,3,2
"1011",2,39,6,1,2,4
"1012",2,17,8,NA,2,9
"1013",2,77,3,1,4,8
"1014",2,51,4,1,4,7
"1015",2,61,5,1,2,8
"1016",2,45,5,1,1,8
"1017",1,44,5,NA,4,7
"1018",2,25,4,2,5,7
"1019",2,31,5,1,1,7
"1020",2,50,5,1,3,8
"1021",1,48,8,1,2,8
"1022",2,15,3,NA,2,6
"1023",1,31,5,1,2,7
"1024",2,24,7,1,2,8
"1025",1,28,3,NA,2,9
"1026",2,51,7,1,2,5
"1027",2,83,5,1,2,7
"1028",2,36,5,1,3,8
"1029",1,86,6,1,2,8
"1030",1,41,7,1,1,9
"1031",1,55,6,1,2,8
"1032",1,64,5,1,1,7
"1033",1,68,3,1,1,6
"1034",1,47,8,1,1,10
"1035",1,20,7,NA,2,8
"1036",1,24,5,1,2,7
"1037",1,61,3,2,5,4
"1038",2,65,7,1,3,10
"1039",2,56,6,1,1,9
"1040",2,52,3,1,1,8
"1041",2,32,5,2,2,6
"1042",1,55,7,1,1,8
"1043",2,59,4,1,3,8
"1044",1,23,6,1,2,9
"1045",1,67,2,1,4,3
"1046",2,73,7,1,3,8
"1047",1,53,2,1,2,4
"1048",1,45,2,1,1,3
"1049",2,48,6,1,3,6
"1050",2,27,6,1,2,3
"1051",2,16,7,NA,4,9
"1052",2,49,6,1,1,8
"1053",1,58,7,2,3,10
"1054",2,27,7,1,2,8
"1055",1,73,7,1,3,9
"1056",1,36,3,1,2,4
"1057",2,98,7,1,4,5
"1058",2,51,5,1,3,7
"1059",1,23,6,1,2,9
"1060",2,66,1,1,1,10
"1061",1,66,6,1,2,8
"1062",2,79,7,1,3,9
"1063",2,68,9,1,4,10
"1064",1,67,8,1,2,9
"1065",2,56,6,1,1,7
"1066",2,41,6,1,3,5
"1067",2,24,7,1,2,9
"1068",2,52,8,1,2,6
"1069",2,69,6,1,2,6
"1070",1,57,6,1,2,8
"1071",1,40,6,2,4,7
"1072",1,26,9,NA,2,9
"1073",1,71,4,1,2,4
"1074",1,74,7,1,3,8
"1075",1,46,8,1,5,7
"1076",1,48,4,1,1,8
"1077",1,44,6,1,2,6
"1078",2,27,5,2,3,4
"1079",2,48,6,1,4,8
"1080",2,78,5,1,2,7
"1081",1,59,3,1,1,7
"1082",1,30,6,1,3,8
"1083",1,33,3,1,2,8
"1084",2,56,7,1,1,8
"1085",2,84,5,1,6,NA
"1086",1,67,7,1,3,7
"1087",2,21,3,1,3,6
"1088",1,57,5,1,2,10
"1089",1,69,7,1,3,8
"1090",2,19,7,2,1,8
"1091",1,65,3,2,2,5
"1092",1,69,4,1,1,9
"1093",2,61,6,1,3,8
"1094",2,65,7,1,4,7
"1095",2,36,6,1,3,6
"1096",2,48,5,1,1,7
"1097",2,58,7,1,2,10
"1098",1,37,3,1,3,6
"1099",2,42,4,1,2,9
"1100",2,23,3,2,1,7
"1101",1,54,7,1,1,9
"1102",2,33,6,1,1,7
"1103",1,79,3,1,2,NA
"1104",2,60,4,1,1,5
"1105",2,56,6,1,2,8
"1106",2,73,6,1,3,10
"1107",2,31,7,1,1,8
"1108",1,29,6,1,5,8
"1109",1,24,4,NA,1,9
"1110",1,25,4,1,2,8
"1111",1,67,8,1,2,8
"1112",2,67,5,2,2,4
"1113",1,60,6,1,1,9
"1114",2,28,7,1,5,8
"1115",1,29,4,1,1,5
"1116",2,44,9,1,1,10
"1117",2,51,5,1,2,7
"1118",2,24,6,1,2,1
"1119",2,20,6,NA,1,8
"1120",1,22,6,1,2,10
"1121",2,53,9,1,4,9
"1122",2,43,6,1,2,7
"1123",2,38,3,1,1,8
"1124",2,66,4,1,2,6
"1125",2,36,5,1,1,8
"1126",2,45,5,1,2,9
"1127",2,43,8,1,1,9
"1128",1,33,7,1,4,8
"1129",2,67,6,1,1,4
"1130",1,80,7,1,3,8
"1131",2,15,8,NA,1,8
"1132",1,30,6,1,1,8
"1133",2,51,5,1,4,4
"1134",1,28,6,1,3,10
"1135",1,43,2,1,2,7
"1136",2,28,6,1,5,8
"1137",2,30,7,1,4,10
"1138",2,44,5,2,2,7
"1139",1,75,6,1,2,8
"1140",1,30,4,1,2,8
"1141",2,45,6,1,2,8
"1142",1,68,3,1,2,7
"1143",2,52,6,1,2,10
"1144",2,38,3,1,1,8
"1145",2,38,8,NA,1,10
"1146",1,61,8,1,2,10
"1147",2,26,6,1,2,5
"1148",1,43,6,1,4,9
"1149",1,39,5,2,1,4
"1150",2,57,7,1,1,9
"1151",1,83,6,1,3,7
"1152",1,28,2,1,5,10
"1153",1,63,8,1,4,5
"1154",2,48,6,1,1,8
"1155",2,66,9,1,1,7
"1156",1,20,4,NA,3,4
"1157",1,20,8,1,1,8
"1158",1,47,6,1,2,7
"1159",2,41,6,1,3,8
"1160",1,53,4,1,1,8
"1161",2,75,1,1,1,5
"1162",2,44,5,1,2,9
"1163",1,55,4,1,4,6
"1164",1,46,7,1,2,7
"1165",2,32,0,2,5,5
"1166",1,85,5,1,3,3
"1167",2,62,8,1,4,9
"1168",1,26,2,2,2,3
"1169",2,27,5,1,1,9
"1170",2,60,2,1,4,4
"1171",1,37,3,1,2,4
"1172",2,51,5,1,3,9
"1173",1,24,5,2,2,7
"1174",2,41,7,1,2,7
"1175",2,43,5,NA,2,8
"1176",1,56,5,1,2,7
"1177",2,85,5,1,2,7
"1178",2,42,5,1,1,10
"1179",2,19,7,2,4,6
"1180",2,35,6,1,1,8
"1181",2,82,2,1,3,5
"1182",2,46,3,2,2,3
"1183",2,65,7,1,1,9
"1184",2,46,5,1,4,7
"1185",2,43,5,1,4,8
"1186",1,61,5,1,4,3
"1187",2,82,5,1,1,8
"1188",1,57,9,1,2,9
"1189",2,64,6,1,2,9
"1190",1,49,0,1,1,9
"1191",1,28,4,1,1,4
"1192",1,42,5,1,2,7
"1193",2,16,7,NA,2,10
"1194",2,27,7,1,2,8
"1195",1,36,4,1,3,8
"1196",1,35,7,NA,1,9
"1197",1,52,6,2,2,7
"1198",1,38,5,1,3,7
"1199",1,25,2,1,1,6
"1200",1,31,7,1,2,8
"1201",1,36,2,1,2,7
"1202",1,70,2,1,2,3
"1203",2,43,4,1,2,7
"1204",1,35,4,2,3,6
"1205",1,64,5,1,1,9
"1206",2,56,6,NA,2,6
"1207",1,41,5,1,3,8
"1208",1,50,4,1,2,5
"1209",1,50,7,1,3,8
"1210",2,15,8,NA,1,9
"1211",2,51,4,1,5,4
"1212",1,59,2,1,2,8
"1213",1,57,3,1,3,7
"1214",2,56,4,1,1,8
"1215",1,23,7,1,2,10
"1216",1,67,8,1,2,10
"1217",2,19,4,NA,2,6
"1218",1,63,3,1,5,7
"1219",1,74,5,1,3,6
"1220",2,52,7,1,4,7
"1221",2,54,3,1,2,4
"1222",2,18,7,NA,1,6
"1223",2,42,6,1,2,7
"1224",1,29,5,2,2,8
"1225",1,70,7,1,2,7
"1226",2,43,8,1,3,8
"1227",1,77,5,1,3,8
"1228",1,23,8,1,3,8
"1229",2,78,5,1,2,8
"1230",1,54,4,1,3,7
"1231",2,26,7,1,2,5
"1232",1,48,7,1,3,8
"1233",1,42,6,2,2,6
"1234",1,60,5,1,2,9
"1235",2,20,8,NA,4,9
"1236",2,45,10,NA,4,6
"1237",1,54,6,1,1,5
"1238",2,31,7,1,4,8
"1239",2,39,3,1,3,9
"1240",2,43,7,1,1,10
"1241",1,49,7,1,2,8
"1242",2,46,6,1,4,7
"1243",2,72,4,1,4,9
"1244",1,36,7,1,5,7
"1245",1,55,1,1,3,2
"1246",1,29,7,2,2,5
"1247",1,56,6,1,5,8
"1248",2,46,8,1,3,10
"1249",1,47,8,1,3,7
"1250",2,64,7,1,3,9
"1251",1,47,5,2,2,4
"1252",1,31,5,1,2,7
"1253",1,52,6,1,3,7
"1254",2,41,5,1,4,8
"1255",1,22,7,1,2,8
"1256",1,55,8,1,4,8
"1257",2,58,3,NA,1,7
"1258",1,79,7,1,2,9
"1259",1,31,7,NA,3,9
"1260",2,23,5,1,3,5
"1261",1,16,6,NA,2,6
"1262",2,67,4,1,2,8
"1263",1,76,7,1,3,8
"1264",2,69,5,1,4,8
"1265",2,76,6,1,3,8
"1266",1,41,3,1,2,6
"1267",1,43,5,1,2,7
"1268",1,39,3,1,2,5
"1269",2,40,5,1,1,9
"1270",2,82,5,1,2,7
"1271",2,49,5,1,1,8
"1272",2,43,5,1,2,4
"1273",2,33,1,1,1,4
"1274",1,62,4,1,5,8
"1275",2,82,7,1,NA,7
"1276",1,71,7,1,3,6
"1277",1,46,8,1,4,9
"1278",2,52,5,1,2,8
"1279",2,50,8,1,2,8
"1280",1,33,2,1,3,0
"1281",2,41,5,1,3,8
"1282",2,65,5,1,2,9
"1283",2,25,5,1,1,10
"1284",2,71,5,1,4,6
"1285",1,66,7,1,1,8
"1286",2,17,7,NA,2,9
"1287",1,48,5,1,2,9
"1288",1,31,5,2,2,5
"1289",2,43,4,1,1,8
"1290",1,53,6,1,1,8
"1291",1,64,9,1,2,10
"1292",1,49,5,1,5,9
"1293",2,34,6,1,2,9
"1294",2,71,6,1,4,6
"1295",1,34,3,1,1,3
"1296",1,35,8,1,2,10
"1297",1,60,7,1,2,8
"1298",1,18,7,NA,1,8
"1299",1,51,5,1,2,7
"1300",1,68,5,1,2,8
"1301",2,66,5,1,5,4
"1302",2,86,7,1,1,7
"1303",1,81,6,1,1,8
"1304",2,62,3,1,4,7
"1305",1,47,6,1,2,10
"1306",1,30,8,1,4,9
"1307",1,39,0,2,4,1
"1308",1,63,4,1,4,7
"1309",1,58,5,1,1,8
"1310",1,81,8,1,2,8
"1311",1,28,5,1,4,7
"1312",1,22,6,1,1,9
"1313",2,34,4,1,5,7
"1314",2,70,5,1,4,5
"1315",1,35,6,1,2,7
"1316",1,55,3,1,1,5
"1317",1,32,3,1,2,7
"1318",2,57,7,1,4,8
"1319",2,65,2,1,2,3
"1320",1,21,3,1,3,5
"1321",1,33,6,1,2,5
"1322",2,50,10,NA,NA,5
"1323",1,34,5,1,2,9
"1324",2,24,7,1,2,8
"1325",2,53,6,1,2,5
"1326",1,51,4,1,5,7
"1327",2,28,4,2,1,5
"1328",1,54,4,1,4,9
"1329",1,17,7,NA,1,10
"1330",1,71,4,1,2,7
"1331",2,78,5,1,2,9
"1332",1,28,4,2,5,4
"1333",1,66,8,1,1,10
"1334",1,65,4,1,2,7
"1335",1,41,7,NA,NA,NA
"1336",2,23,7,1,1,9
"1337",2,23,6,1,4,6
"1338",2,22,7,1,2,8
"1339",1,33,7,1,3,10
"1340",1,16,6,NA,3,9
"1341",1,69,7,1,2,8
"1342",2,26,4,1,3,8
"1343",1,46,6,1,4,8
"1344",1,54,7,1,2,8
"1345",2,45,6,1,2,7
"1346",1,38,6,NA,1,8
"1347",1,42,8,1,1,9
"1348",1,70,5,1,5,4
"1349",1,40,5,NA,3,5
"1350",1,66,6,1,2,6
"1351",1,50,5,1,3,8
"1352",2,31,5,2,2,9
"1353",1,34,7,1,2,8
"1354",1,54,6,1,2,5
"1355",1,16,6,NA,2,9
"1356",1,28,10,2,4,10
"1357",1,65,8,1,3,8
"1358",2,62,7,1,4,9
"1359",1,28,6,1,1,8
"1360",1,35,1,NA,2,6
"1361",2,19,6,1,2,8
"1362",1,83,2,1,5,5
"1363",2,46,5,1,4,5
"1364",1,34,7,1,3,8
"1365",2,56,9,1,3,9
"1366",2,45,5,1,3,7
"1367",2,31,8,2,1,10
"1368",1,86,9,1,2,8
"1369",1,17,3,NA,3,5
"1370",2,59,6,1,3,6
"1371",1,27,7,1,2,6
"1372",1,80,5,1,3,8
"1373",2,24,3,1,2,4
"1374",1,90,6,NA,2,5
"1375",1,51,8,2,1,10
"1376",2,37,2,1,2,7
"1377",2,27,5,NA,3,9
"1378",1,42,5,1,3,4
"1379",2,56,6,1,2,6
"1380",1,28,7,1,2,7
"1381",1,53,3,1,1,3
"1382",1,58,3,2,4,7
"1383",2,65,7,1,2,8
"1384",1,71,6,1,2,8
"1385",2,67,4,1,2,5
"1386",1,48,6,1,3,8
"1387",1,33,6,1,3,8
"1388",2,32,6,1,4,8
"1389",2,71,5,1,1,8
"1390",1,49,5,1,2,8
"1391",2,76,5,1,1,7
"1392",2,46,8,1,3,9
"1393",2,48,3,1,2,7
"1394",2,36,5,2,1,8
"1395",2,55,5,1,1,5
"1396",1,46,6,1,2,9
"1397",2,36,8,1,2,7
"1398",2,39,1,NA,3,7
"1399",1,47,6,1,3,7
"1400",2,58,6,2,3,7
"1401",1,23,8,2,1,10
"1402",1,59,7,2,2,10
"1403",1,35,6,1,4,6
"1404",1,40,6,1,3,7
"1405",1,15,7,NA,3,10
"1406",1,31,0,1,2,2
"1407",2,52,6,2,5,8
"1408",1,18,6,NA,2,7
"1409",1,64,7,1,1,6
"1410",2,47,8,1,1,9
"1411",2,69,5,1,4,7
"1412",1,27,0,1,1,5
"1413",1,18,8,NA,5,8
"1414",1,74,8,1,4,8
"1415",2,38,5,NA,1,5
"1416",2,19,4,NA,1,10
"1417",2,18,7,2,2,9
"1418",1,51,8,1,3,9
"1419",2,23,6,1,2,7
"1420",1,49,10,NA,2,10
"1421",1,70,8,1,3,9
"1422",2,15,8,2,2,9
"1423",2,65,5,2,2,7
"1424",1,45,6,1,2,7
"1425",1,22,3,1,1,10
"1426",1,28,6,NA,2,9
"1427",2,51,5,1,2,7
"1428",1,22,5,1,3,9
"1429",1,22,5,1,1,8
"1430",2,72,6,1,3,8
"1431",1,41,3,1,2,6
"1432",2,54,5,1,4,7
"1433",1,86,0,1,2,5
"1434",1,79,3,2,5,8
"1435",2,20,7,2,1,6
"1436",1,30,7,1,2,4
"1437",1,69,3,1,5,4
"1438",1,63,6,1,2,7
"1439",1,77,6,1,4,6
"1440",1,57,5,1,3,7
"1441",1,69,4,1,1,8
"1442",1,39,4,NA,4,7
"1443",2,46,7,1,1,8
"1444",1,43,7,1,2,8
"1445",1,37,8,1,5,10
"1446",2,35,6,2,4,5
"1447",2,40,1,1,4,0
"1448",2,48,5,1,3,6
"1449",2,16,5,NA,2,4
"1450",1,47,5,1,2,7
"1451",1,34,6,1,2,7
"1452",1,59,7,1,5,5
"1453",1,32,7,1,3,7
"1454",2,60,7,1,1,4
"1455",1,60,8,1,1,9
"1456",2,47,7,2,1,8
"1457",2,55,3,1,2,7
"1458",2,51,5,1,1,8
"1459",1,76,5,1,2,8
"1460",1,33,10,NA,5,10
"1461",2,20,6,NA,3,9
"1462",1,56,4,1,2,8
"1463",2,87,6,1,NA,NA
"1464",1,54,5,1,3,8
"1465",2,33,5,2,4,8
"1466",1,27,0,1,1,2
"1467",1,67,5,1,1,9
"1468",1,58,6,1,2,9
"1469",2,33,6,1,1,8
"1470",1,73,3,1,2,7
"1471",1,20,5,NA,3,5
"1472",1,67,6,1,5,7
"1473",2,27,6,1,2,9
"1474",2,50,7,1,1,8
"1475",2,16,10,NA,2,10
"1476",1,66,7,1,4,7
"1477",2,16,4,NA,2,6
"1478",1,65,6,NA,3,8
"1479",1,56,2,1,2,5
"1480",1,65,4,1,2,7
"1481",2,21,4,1,1,7
"1482",2,20,8,NA,4,9
"1483",1,82,8,1,5,10
"1484",1,36,7,1,3,7
"1485",2,84,3,1,2,4
"1486",2,44,5,1,2,7
"1487",1,31,7,NA,2,9
"1488",1,52,5,2,3,7
"1489",1,59,5,1,2,7
"1490",1,39,4,1,2,9
"1491",1,29,6,2,2,7
"1492",1,32,3,1,1,9
"1493",1,45,7,NA,2,9
"1494",1,37,NA,2,4,5
"1495",1,26,6,1,2,7
"1496",2,89,7,1,2,8
"1497",1,25,3,NA,4,7
"1498",1,51,5,1,2,9
"1499",2,21,4,1,2,4
"1500",1,33,2,2,2,5
"1501",1,50,2,1,1,7
"1502",1,16,7,NA,1,9
"1503",1,25,7,2,4,7
"1504",2,18,5,NA,1,6
"1505",1,47,6,1,3,8
"1506",2,70,7,1,1,8
"1507",1,78,7,1,2,9
"1508",1,22,6,2,1,9
"1509",1,48,7,1,2,9
"1510",2,58,6,1,2,8
"1511",1,31,8,1,1,8
"1512",2,20,6,NA,1,9
"1513",2,31,2,NA,1,7
"1514",2,60,8,1,1,10
"1515",1,53,5,1,5,7
"1516",2,51,8,1,4,8
"1517",1,72,5,1,1,8
"1518",1,39,4,1,1,5
"1519",2,50,6,1,2,9
"1520",2,89,3,2,NA,2
"1521",1,77,7,1,2,8
"1522",1,20,6,NA,1,8
"1523",2,15,8,NA,1,9
"1524",1,66,1,1,3,8
"1525",1,50,7,1,4,7
"1526",1,44,4,1,2,8
"1527",2,47,5,1,2,7
"1528",2,21,8,NA,2,10
"1529",2,24,5,1,2,7
"1530",2,50,7,1,3,6
"1531",1,42,4,1,3,5
"1532",2,20,6,NA,2,7
"1533",1,65,3,1,1,7
"1534",2,31,4,1,1,7
"1535",1,40,7,1,3,8
"1536",1,51,6,1,3,8
"1537",2,32,5,1,5,8
"1538",1,20,6,1,1,9
"1539",2,60,8,1,5,8
"1540",1,36,7,1,2,7
"1541",1,26,3,2,3,7
"1542",1,29,7,1,3,8
"1543",1,81,5,1,5,4
"1544",1,44,0,1,1,5
"1545",2,23,2,1,1,6
